run_id,timestamp,model,area,stage,seed,hyperparams_json,feature_set,train_mae,valid_mae,valid_rmse,valid_mase,train_wall_s,n_params,git_sha,rationale_for_next_change
f69750b0e8b2,2026-09-15T20:13:08+0200,harmonic_arima,5161,fourier_order,0,"{""aic"": -6088.201724749142, ""aicc"": -6088.032183464738, ""bic"": -5949.454012945405, ""fit_wall_s"": 12.966, ""k_daily"": 6, ""k_weekly"": 2, ""n_params"": 21, ""order"": [2, 0, 1], ""use_log"": true}","fourier(K1=6,K2=2)",nan,101.46071393692999,156.26751766350782,0.2920628301848632,12.967,21,454ebb5,"AICc selected K1=6, K2=2 from 15 candidates, spanning -6088 to -5971. K1>=2 was required by the 12-hour spectral peak. Validation MAE 101.46, MASE 0.292. Next: search ARIMA(p,d,q) around the selected harmonics, holding d=0 since ADF and KPSS agree there is no stochastic trend."
4925b12c31ca,2026-09-16T12:45:13+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.6738681637582683, ""best_iteration"": 487, ""feature_fraction"": 0.5028778748943223, ""fit_wall_s"": 1.709, ""lambda_l2"": 7.264999823302096e-07, ""learning_rate"": 0.032033209000177414, ""max_lag"": 1008, ""min_child_samples"": 5, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 11201, ""num_leaves"": 23, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.74567718579466,162.05518511322168,0.2957617003049792,1.718,11201,454ebb5,"Optuna trial 21: validation MAE 102.75, MASE 0.296, 487 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
992996bad41f,2026-09-16T12:45:16+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.8144670381612914, ""best_iteration"": 875, ""feature_fraction"": 0.602924541294499, ""fit_wall_s"": 1.66, ""lambda_l2"": 8.068483631998835e-05, ""learning_rate"": 0.01527268934209887, ""max_lag"": 1008, ""min_child_samples"": 10, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 14000, ""num_leaves"": 16, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.17170825586061,161.11095737438646,0.2941094845496385,1.667,14000,454ebb5,"Optuna trial 22: validation MAE 102.17, MASE 0.294, 875 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
cdd838e74b46,2026-09-16T12:45:24+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.552862489928244, ""best_iteration"": 1226, ""feature_fraction"": 0.7239876097774942, ""fit_wall_s"": 4.91, ""lambda_l2"": 1.1692536487987723e-05, ""learning_rate"": 0.01044042586319771, ""max_lag"": 1008, ""min_child_samples"": 17, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 31784, ""num_leaves"": 26, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,101.23971169182633,161.23628084296314,0.2914266574370319,4.921,31784,454ebb5,"Optuna trial 23: validation MAE 101.24, MASE 0.291, 1226 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
85a1a96aa7a1,2026-09-16T12:45:35+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.5428703441391138, ""best_iteration"": 791, ""feature_fraction"": 0.7322317487118007, ""fit_wall_s"": 5.198, ""lambda_l2"": 0.026432155992306958, ""learning_rate"": 0.01041956289150468, ""max_lag"": 1008, ""min_child_samples"": 17, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 69151, ""num_leaves"": 100, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,100.4148253258227,159.17430563308477,0.2890521556492198,5.206,69151,454ebb5,"Optuna trial 24: validation MAE 100.41, MASE 0.289, 791 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
e3f732693a06,2026-09-16T12:45:37+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.5432946300133127, ""best_iteration"": 123, ""feature_fraction"": 0.8193575567427197, ""fit_wall_s"": 1.297, ""lambda_l2"": 0.011114412112846906, ""learning_rate"": 0.052940707726579744, ""max_lag"": 1008, ""min_child_samples"": 16, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 10182, ""num_leaves"": 96, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.85011185462321,163.5310899623744,0.29606232390365056,1.303,10182,454ebb5,"Optuna trial 25: validation MAE 102.85, MASE 0.296, 123 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
ec3b05c6e410,2026-09-16T12:45:43+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.6200610307657946, ""best_iteration"": 390, ""feature_fraction"": 0.8911663952237369, ""fit_wall_s"": 2.681, ""lambda_l2"": 0.03930724690409375, ""learning_rate"": 0.021336498937835565, ""max_lag"": 1008, ""min_child_samples"": 23, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 31069, ""num_leaves"": 147, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,100.55163268827809,159.7838371968524,0.28944596665170974,2.688,31069,454ebb5,"Optuna trial 26: validation MAE 100.55, MASE 0.289, 390 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
a355a4fb0206,2026-09-16T12:45:52+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.627982183840184, ""best_iteration"": 403, ""feature_fraction"": 0.9999839467266133, ""fit_wall_s"": 5.231, ""lambda_l2"": 0.10185467308259895, ""learning_rate"": 0.021384758555155745, ""max_lag"": 1008, ""min_child_samples"": 23, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 32535, ""num_leaves"": 132, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.52106529455763,163.0466702161088,0.29511513690026436,5.237,32535,454ebb5,"Optuna trial 27: validation MAE 102.52, MASE 0.295, 403 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
596f4273b0d4,2026-09-16T12:45:59+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.6480709665607669, ""best_iteration"": 455, ""feature_fraction"": 0.9033885653733681, ""fit_wall_s"": 4.798, ""lambda_l2"": 0.023880212634354192, ""learning_rate"": 0.026068497871966276, ""max_lag"": 1008, ""min_child_samples"": 50, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 18614, ""num_leaves"": 57, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,104.1773108558653,165.45764379613462,0.29988277303593486,4.809,18614,454ebb5,"Optuna trial 28: validation MAE 104.18, MASE 0.300, 455 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
77f6d3558d9f,2026-09-16T12:46:08+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.6961621596774974, ""best_iteration"": 320, ""feature_fraction"": 0.7636285304337359, ""fit_wall_s"": 6.133, ""lambda_l2"": 4.502028192650841, ""learning_rate"": 0.034488916163203646, ""max_lag"": 1008, ""min_child_samples"": 31, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 19194, ""num_leaves"": 68, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,100.40335037884962,160.0332914289505,0.28901912409090397,6.146,19194,454ebb5,"Optuna trial 29: validation MAE 100.40, MASE 0.289, 320 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
15c7c3a2d6cb,2026-09-16T12:48:27+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.7118273996694524, ""best_iteration"": 107, ""feature_fraction"": 0.7724505914984484, ""fit_wall_s"": 0.557, ""lambda_l2"": 0.006502000785097662, ""learning_rate"": 0.0852084800119005, ""max_lag"": 1008, ""min_child_samples"": 29, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 6874, ""num_leaves"": 70, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,109.83068565762451,172.65964174221423,0.3161564673618389,2.294,6874,454ebb5,"Optuna trial 0: validation MAE 109.83, MASE 0.316, 107 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
6336db3d2efa,2026-09-16T12:48:27+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.8958625190413323, ""best_iteration"": 83, ""feature_fraction"": 0.6917207594128889, ""fit_wall_s"": 0.234, ""lambda_l2"": 0.0005755118598534656, ""learning_rate"": 0.14461835703563009, ""max_lag"": 1008, ""min_child_samples"": 90, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 2647, ""num_leaves"": 51, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,107.93943349462083,168.53562105388116,0.3107123458108762,0.24,2647,454ebb5,"Optuna trial 1: validation MAE 107.94, MASE 0.311, 83 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
b16f6ea673b3,2026-09-16T12:48:28+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.5101091987201629, ""best_iteration"": 38, ""feature_fraction"": 0.5435646498507704, ""fit_wall_s"": 0.456, ""lambda_l2"": 0.31158648353398066, ""learning_rate"": 0.16004016494233675, ""max_lag"": 1008, ""min_child_samples"": 6, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 2726, ""num_leaves"": 74, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,113.68614915642273,174.78396516048446,0.3272547293140799,0.462,2726,454ebb5,"Optuna trial 2: validation MAE 113.69, MASE 0.327, 38 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
4b0c6a7a24d0,2026-09-16T12:48:29+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.7307396811264659, ""best_iteration"": 100, ""feature_fraction"": 0.8995792821083618, ""fit_wall_s"": 0.327, ""lambda_l2"": 0.10586748269028218, ""learning_rate"": 0.13549145341210658, ""max_lag"": 1008, ""min_child_samples"": 94, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 2510, ""num_leaves"": 135, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,110.41225775155107,172.09851608214348,0.31783056943660165,0.334,2510,454ebb5,"Optuna trial 3: validation MAE 110.41, MASE 0.318, 100 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
3cfc5ca92108,2026-09-16T12:48:30+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.7609241608750359, ""best_iteration"": 278, ""feature_fraction"": 0.972334458524792, ""fit_wall_s"": 0.549, ""lambda_l2"": 5.3945777886906086e-05, ""learning_rate"": 0.0680074425948075, ""max_lag"": 1008, ""min_child_samples"": 7, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 5560, ""num_leaves"": 20, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,105.73037827207648,166.72536495615833,0.30435340257761634,0.559,5560,454ebb5,"Optuna trial 4: validation MAE 105.73, MASE 0.304, 278 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
4630cfa5824c,2026-09-16T12:48:31+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.5093949002181776, ""best_iteration"": 132, ""feature_fraction"": 0.7842169744343243, ""fit_wall_s"": 0.422, ""lambda_l2"": 0.003620090882797527, ""learning_rate"": 0.10169538705876567, ""max_lag"": 1008, ""min_child_samples"": 19, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 4054, ""num_leaves"": 31, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.11511232207256,161.0677318459243,0.29394656859963475,0.429,4054,454ebb5,"Optuna trial 5: validation MAE 102.12, MASE 0.294, 132 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
4520c2f92bd4,2026-09-16T12:48:32+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.679753950286893, ""best_iteration"": 242, ""feature_fraction"": 0.8409101495517417, ""fit_wall_s"": 0.956, ""lambda_l2"": 8.5760555256054e-05, ""learning_rate"": 0.0634818588756315, ""max_lag"": 1008, ""min_child_samples"": 84, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 6371, ""num_leaves"": 84, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,107.32383905011675,167.00702735599273,0.30894030766200503,0.965,6371,454ebb5,"Optuna trial 6: validation MAE 107.32, MASE 0.309, 242 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
6d10e69a57ac,2026-09-16T12:48:41+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.6051912805369204, ""best_iteration"": 807, ""feature_fraction"": 0.8353189348090797, ""fit_wall_s"": 5.09, ""lambda_l2"": 1.4465607560792659e-07, ""learning_rate"": 0.011977195682764619, ""max_lag"": 1008, ""min_child_samples"": 36, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 41615, ""num_leaves"": 107, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,101.60774676368293,162.68356749751086,0.29248607600923454,5.097,41615,454ebb5,"Optuna trial 7: validation MAE 101.61, MASE 0.292, 807 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
28cecf5733b0,2026-09-16T12:48:44+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.9941869190296131, ""best_iteration"": 551, ""feature_fraction"": 0.7193007567311602, ""fit_wall_s"": 1.339, ""lambda_l2"": 8.287113686365243e-08, ""learning_rate"": 0.029730254214469846, ""max_lag"": 1008, ""min_child_samples"": 26, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 19768, ""num_leaves"": 36, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,103.81529302586652,163.61740823817385,0.2988406755786614,1.346,19768,454ebb5,"Optuna trial 8: validation MAE 103.82, MASE 0.299, 551 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
22db2eb5350a,2026-09-16T12:48:52+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.7331553864281531, ""best_iteration"": 770, ""feature_fraction"": 0.626645801269891, ""fit_wall_s"": 5.454, ""lambda_l2"": 1.5842741206950525e-06, ""learning_rate"": 0.016213191836360573, ""max_lag"": 1008, ""min_child_samples"": 34, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 19868, ""num_leaves"": 26, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,101.48702377787848,160.274760304617,0.29213856517933506,5.463,19868,454ebb5,"Optuna trial 9: validation MAE 101.49, MASE 0.292, 770 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
51dc43ca3418,2026-09-16T12:49:11+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.826689087242568, ""best_iteration"": 727, ""feature_fraction"": 0.5774551978227941, ""fit_wall_s"": 6.032, ""lambda_l2"": 3.985034820345799e-06, ""learning_rate"": 0.010770988508040522, ""max_lag"": 1008, ""min_child_samples"": 12, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 133853, ""num_leaves"": 216, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,100.97993105911796,161.28816561983217,0.2906788579797642,6.041,133853,454ebb5,"Optuna trial 10: validation MAE 100.98, MASE 0.291, 727 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
134f28b8251f,2026-09-16T12:49:29+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.8269105219888156, ""best_iteration"": 662, ""feature_fraction"": 0.5671478808840378, ""fit_wall_s"": 8.713, ""lambda_l2"": 2.493651269200274e-06, ""learning_rate"": 0.012771746366713516, ""max_lag"": 1008, ""min_child_samples"": 13, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 115071, ""num_leaves"": 201, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.08254812516599,161.7920806966807,0.2938528299382141,8.723,115071,454ebb5,"Optuna trial 11: validation MAE 102.08, MASE 0.294, 662 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
16f67d1d1184,2026-09-16T12:49:41+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.854602727639553, ""best_iteration"": 374, ""feature_fraction"": 0.6252450597945503, ""fit_wall_s"": 4.658, ""lambda_l2"": 1.8776289393197878e-06, ""learning_rate"": 0.02304205323501926, ""max_lag"": 1008, ""min_child_samples"": 12, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 77108, ""num_leaves"": 255, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,105.22108310046193,166.6446069090313,0.3028873554402613,4.668,77108,454ebb5,"Optuna trial 12: validation MAE 105.22, MASE 0.303, 374 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
531cf9bb4e23,2026-09-16T12:49:43+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.9415120242924165, ""best_iteration"": 750, ""feature_fraction"": 0.6264927295367229, ""fit_wall_s"": 0.91, ""lambda_l2"": 1.0465103923677719e-08, ""learning_rate"": 0.019656387899915834, ""max_lag"": 1008, ""min_child_samples"": 52, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 12739, ""num_leaves"": 17, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,103.12486293305001,164.0393109422062,0.2968532169936751,0.92,12739,454ebb5,"Optuna trial 13: validation MAE 103.12, MASE 0.297, 750 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
fe29711c6664,2026-09-16T12:49:51+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.7985623790970441, ""best_iteration"": 1632, ""feature_fraction"": 0.5077207784137352, ""fit_wall_s"": 3.078, ""lambda_l2"": 5.6450960661122915e-06, ""learning_rate"": 0.010089911130555258, ""max_lag"": 1008, ""min_child_samples"": 13, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 45696, ""num_leaves"": 28, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,101.54340839295918,161.42497619048518,0.29230087283143374,3.091,45696,454ebb5,"Optuna trial 14: validation MAE 101.54, MASE 0.292, 1632 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
92df4859bc30,2026-09-16T12:49:53+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.6443328186929917, ""best_iteration"": 199, ""feature_fraction"": 0.6289470205762002, ""fit_wall_s"": 0.598, ""lambda_l2"": 1.7130226897534067e-05, ""learning_rate"": 0.03840422593788895, ""max_lag"": 1008, ""min_child_samples"": 48, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 8026, ""num_leaves"": 47, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.64766065823304,164.45084002541054,0.29547955184244884,0.609,8026,454ebb5,"Optuna trial 15: validation MAE 102.65, MASE 0.295, 199 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
14717a05e0bd,2026-09-16T12:50:04+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.779567311659198, ""best_iteration"": 507, ""feature_fraction"": 0.6797314033030373, ""fit_wall_s"": 4.121, ""lambda_l2"": 3.1903377577414195e-07, ""learning_rate"": 0.01686734769910219, ""max_lag"": 1008, ""min_child_samples"": 9, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 74925, ""num_leaves"": 159, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.33653529735818,160.76726869565374,0.2945839524531534,4.13,74925,454ebb5,"Optuna trial 16: validation MAE 102.34, MASE 0.295, 507 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
4cd915f506ee,2026-09-16T12:50:08+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.88692806470255, ""best_iteration"": 1057, ""feature_fraction"": 0.5605973217846585, ""fit_wall_s"": 1.744, ""lambda_l2"": 1.4217017667729188e-08, ""learning_rate"": 0.01563732439979116, ""max_lag"": 1008, ""min_child_samples"": 19, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 24311, ""num_leaves"": 23, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.52001797174279,162.4609453565198,0.29511212209725785,1.754,24311,454ebb5,"Optuna trial 17: validation MAE 102.52, MASE 0.295, 1057 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
1ce3eaf6eb3b,2026-09-16T12:50:09+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.5993839564932044, ""best_iteration"": 507, ""feature_fraction"": 0.6019693597403871, ""fit_wall_s"": 0.61, ""lambda_l2"": 0.0005483663339949208, ""learning_rate"": 0.03002091450756313, ""max_lag"": 1008, ""min_child_samples"": 5, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 7605, ""num_leaves"": 15, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,100.49164763721974,159.07073467215065,0.28927329485490205,0.617,7605,454ebb5,"Optuna trial 18: validation MAE 100.49, MASE 0.289, 507 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
db624d3f43e2,2026-09-16T12:50:11+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.5900564671168536, ""best_iteration"": 225, ""feature_fraction"": 0.5827078542816859, ""fit_wall_s"": 0.708, ""lambda_l2"": 2.1666107965533303, ""learning_rate"": 0.04025945414733045, ""max_lag"": 1008, ""min_child_samples"": 5, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 9637, ""num_leaves"": 43, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.70274555625298,162.95367363252421,0.2956381181543925,0.715,9637,454ebb5,"Optuna trial 19: validation MAE 102.70, MASE 0.296, 225 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
734505bdcf0d,2026-09-16T12:50:14+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.5762277687005938, ""best_iteration"": 952, ""feature_fraction"": 0.6625908543222642, ""fit_wall_s"": 1.21, ""lambda_l2"": 0.0009899760639952575, ""learning_rate"": 0.0251700667520545, ""max_lag"": 1008, ""min_child_samples"": 8, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 15232, ""num_leaves"": 16, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,104.0310985473749,165.39469212171818,0.29946188913941396,1.217,15232,454ebb5,"Optuna trial 20: validation MAE 104.03, MASE 0.299, 952 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
d6ce9b533b96,2026-09-16T12:50:16+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.6738681637582683, ""best_iteration"": 487, ""feature_fraction"": 0.5028778748943223, ""fit_wall_s"": 0.932, ""lambda_l2"": 7.264999823302096e-07, ""learning_rate"": 0.032033209000177414, ""max_lag"": 1008, ""min_child_samples"": 5, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 11201, ""num_leaves"": 23, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.74567718579466,162.05518511322168,0.2957617003049792,0.94,11201,454ebb5,"Optuna trial 21: validation MAE 102.75, MASE 0.296, 487 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
767fd7c00d4b,2026-09-16T12:50:20+0200,lightgbm,5161,optuna,0,"{""bagging_fraction"": 0.8144670381612914, ""best_iteration"": 875, ""feature_fraction"": 0.602924541294499, ""fit_wall_s"": 2.922, ""lambda_l2"": 8.068483631998835e-05, ""learning_rate"": 0.01527268934209887, ""max_lag"": 1008, ""min_child_samples"": 10, ""n_estimators"": 2000, ""n_features"": 21, ""n_lags"": 9, ""n_leaves"": 14000, ""num_leaves"": 16, ""seed"": 0, ""use_calendar"": true, ""use_log"": true}",lags+rolling+calendar,nan,102.17170825586061,161.11095737438646,0.2941094845496385,2.931,14000,454ebb5,"Optuna trial 22: validation MAE 102.17, MASE 0.294, 875 trees after early stopping. Tree parameters are searched jointly because num_leaves, min_child_samples and the sampling fractions trade off against one another; a staged sweep would fix each at a value chosen while the others were wrong."
